date_range_start,California,Arizona,Texas,Nevada,Washington,Florida,Colorado,Illinois,Utah,New York,Virginia,Oregon,Georgia,Michigan,Ohio,North Carolina,Minnesota,Missouri,Pennsylvania,New Jersey,Tennessee,Hawaii,Indiana,Wisconsin,Idaho,Maryland,New Mexico,Massachusetts,Oklahoma,Kansas,Iowa,Louisiana,Alabama,South Carolina,Nebraska,Arkansas,Connecticut,Kentucky,Mississippi,Montana,Alaska,New Hampshire,South Dakota,Wyoming,North Dakota,Rhode Island,District of Columbia,Maine,Delaware,West Virginia,Vermont,Puerto Rico,Guam,U.S. Virgin Islands,Northern Mariana Islands,American Samoa
2019-01-07,230262.528892,16813.560608,20813.039544,9756.815551,9081.798273,9216.801453,7338.002769,8170.524409000001,4789.811701,6775.488174,5290.449703,4362.300659,3217.583435,4156.982795,4640.745306,2809.760413,4106.356531,4050.105033,3633.844232,3462.277287,2877.262139,2731.0082460000003,2694.444868,2452.563607,2196.619471,3391.962983,2162.868658,3802.598624,1541.289965,2252.870947,2913.825559,1099.716033,1510.351664,1254.407542,995.650829,978.7753730000001,1344.409864,1040.651976,812.8335930000001,604.70318,534.388876,458.44939,579.390039,458.449388,489.3877,725.64383,1102.5286,382.509919,129.37836199999998,191.25495800000002,163.129228,78.752044,33.750874,0.0,0.0,22.500584
2019-01-14,233760.096569,20107.565340999998,21653.199559,9803.332422000001,10455.933639,10298.507941,7845.528133,8326.392295,6073.772417,8795.807263,4860.162943,4742.8091890000005,3411.845851,4164.627213,4136.004492,4250.495911,5690.2262120000005,3620.79274,4158.902643,4264.807308,2856.562217,2959.60453,3034.023995,4699.874878,1705.922947,3285.905261,1954.941897,3592.169859,2596.09414,3076.958227,1891.971558,1597.156033,1539.910292,1554.221716,1396.795937,1262.268487,1600.0182949999999,907.344902,1305.202776,764.230583,706.984854,686.948833,443.654452,549.55905,460.82818,598.217934,523.79846,309.126971,148.838913,148.838914,203.222363,160.288062,48.658875,0.0,0.0,0.0
2019-01-21,254186.27769000002,19319.667557,20264.123175,9080.660832,10139.006277,10416.787259,6919.524443,6961.191629,5219.504841,6205.627453,5116.725837,4580.608521,4094.49181,5350.061934,5191.72675,3797.266172,5175.059972999999,5083.392089,4752.832762,4469.496115,2772.254334,3663.931175,2772.2542949999997,4575.052878,2077.8017999999997,3233.3707289999998,2183.358598,3083.368969,1772.24269,2913.9225969999998,2086.135235,1236.125425,1547.24013,1819.465491,2150.024909,1025.011847,1138.90205,1333.348752,827.787351,522.228254,961.122227,580.562277,522.228263,313.892519,441.671767,611.118189,536.1173,341.670616,388.89339,322.225948,255.558509,91.667723,33.333717,0.0,0.0,0.0
2019-01-28,209213.05374499998,14926.174372000001,16550.740374999998,6602.499615,5781.3185379999995,9866.885271000001,6844.023515,6424.5348030000005,4034.719608,5595.726476,4238.108184,3544.044795,3783.026367,3477.94365,4222.853948,3734.7216280000002,5041.492801,2753.372002,3228.792638,2987.268791,2491.509293,1939.8179,2410.153915,3221.165578,1934.733224,2722.863755,1446.60078,2318.62905,1835.5813369999998,2145.748842,933.04482,1248.297016,1845.750769,1405.923104,1400.838392,737.283364,851.689416,742.368085,681.351522,366.09933,455.08180999999996,627.962034,376.268757,88.982474,325.421627,327.96398,498.30185,254.235637,274.57449,282.201567,147.456677,83.897764,20.338852,0.0,0.0,0.0
2019-02-04,231156.330816,17898.672831,16945.627435000002,7756.09169,8200.330026,10452.515394,7257.615167,8804.700877,4191.853744,5689.866775,4780.727898,4135.032628,4070.463073,4132.449751,4703.244527,4034.304039,5294.7014469999995,3083.840683,3398.939968,3618.47633,2706.754623,2575.03281,2068.807669,2668.012918,1518.675322,3169.072466,1438.609137,2518.211603,2166.9534009999998,2275.430158,1738.211681,1213.907134,1807.946795,1459.27131,2373.575857,1250.066074,1479.933591,785.165464,712.847591,689.602569,563.046274,769.668785,694.7681269999999,165.297991,410.66219800000005,485.562863,441.65558,147.218524,219.536394,198.874146,113.642369,129.139054,30.993374,30.993373,0.0,0.0
2019-02-11,269489.674607,22751.541103,16321.12741,9168.610118,11316.473902,10019.849114,8454.412731999999,6846.809155,4598.7998609999995,6886.340368,7302.735872,3810.8105859999996,4040.091787,4250.925026,5168.049623,3921.4981239999997,4735.841425,3926.7689539999997,4090.164694,3528.82121,2174.217675,2851.51952,2002.915687,2909.498539,1989.7386569999999,3151.956808,1241.2806349999998,2854.154864,1789.447033,3273.18596,2045.082333,1135.864028,1757.822066,1573.3429939999999,1607.603372,1272.905621,1325.613911,756.364206,880.228735,737.916302,772.176731,801.166273,983.009948,181.843662,930.3016389999999,606.145543,745.8226,397.947714,252.999876,226.64571899999999,137.0416,137.041597,21.083323,0.0,0.0,0.0
2019-02-18,270673.024447,22616.665752,20492.314759,9286.295121000001,15072.392148,10637.910119,8152.769371,8252.390556,4975.666439,12705.719833,5993.416403,4418.327165000001,4345.630794,6074.19005,5783.404522,4386.017694,5794.174426,3634.821349,5145.291459,3694.055459,1860.490007,3152.87088,3521.737911,3909.452152,2649.380883,2374.7498809999997,2191.662636,4528.718065,2547.067331,2711.307345,2267.051493,1472.775725,1790.486013,1575.089228,1537.394759,1039.289642,1251.994025,1381.23207,869.664652,729.656717,1109.293568,945.053521,568.109114,333.865057,799.66067,858.894819,573.494,764.6586940000001,245.013876,207.319434,207.31944099999998,21.539682,53.849205,0.0,0.0,0.0
2019-02-25,221280.40140099998,17742.570964000002,16228.929633,7825.694024,8244.411756,8778.638311,6737.98981,6644.139421,4882.636174,5344.6698584999995,4658.838758,3621.669547,4028.3553635,4028.355366,3612.0438045,3660.17234,5101.621013,2894.929204,3900.8148570000003,2875.677853,2194.659612,1985.3006560000001,2250.007346,1987.707,1723.0002650000001,2740.917996,1725.406659,2620.5967180000002,1251.340993,1944.391413,1624.3368505,1451.074268,1282.6245,1114.174762,1049.201278,719.52108,969.78924,810.965223,539.039189,774.868832,666.579713,1085.29766,346.525193,320.054525,736.366045,428.34364,423.5308,425.937221,163.636898,98.6634245,267.11316899999997,38.5028,38.5028,0.0,0.0,0.0
2019-03-04,227540.589349,33677.618211,28322.662029,8673.627494,9420.015098,10028.646972,7140.77732,7331.131358,5870.916241999999,4916.641834999999,5314.882281,3529.0618249999998,4716.269215,4535.93396,4465.803616,5041.874665,7899.688478,4333.056731,4763.857797,3574.145596,3746.966964,3448.91266,3130.821363,2877.850986,1655.5783199999998,2720.057577,2419.498784,3283.605415,1304.9263199999998,4545.952586,2159.014439,2018.7536109999999,1339.9915409999999,1327.4682249999998,1663.0923129999999,884.143952,1277.375094,941.751058,851.583398,806.4995759999999,668.743442,653.715502,636.182895,460.8569,1410.12196,718.836593,703.80865,488.408124,182.83997,273.007618,237.94241899999997,30.055884,50.09314,0.0,0.0,0.0
2019-03-11,237682.82031500002,58315.33696,52829.715809,9131.391045,10195.548589,12544.451629000001,8629.6130695,7679.3861210000005,8726.57531,6384.944076,5521.982815,3449.4212325,5168.0716729999995,3100.3581990000002,5837.109057,4816.5847109999995,10142.219506,6944.899441,3958.471372,3558.503401,4433.584976,4069.9775600000003,4518.4266375,4094.2181875,2428.8966259999997,2666.453487,4343.89516,4026.344735,3735.458951,8362.967786,4644.477179,1136.8788299999999,1689.561896,1376.8596355,2373.143553,2116.194514,1544.118971,1195.055981,1580.479701,542.986914,1340.498903,724.790542,424.208506,404.816128,1081.125695,843.568905,974.4675,322.39847399999996,358.75919999999996,378.151597,441.176866,63.025263,77.56956,9.696195,0.0,0.0
2019-03-18,271298.136567,49314.607749999996,24966.6449015,11542.975219999998,8967.188815,15203.304108,18037.901833,10517.590504,6864.656645,5861.455405,5385.735946,7594.257335,4217.388589,4224.783289,6916.418769,4466.3403149999995,7567.14382,8074.906387,3396.58776,4064.566846,5235.3789315,5627.29292,3995.5505735,5442.427802,7217.132533,3394.122876,3278.274071,2666.986839,6800.570005,2080.348343,5252.633086,1513.428787,2107.461863,1464.131419,1966.964442,3778.642159,1035.24442,870.098295,423.957232,1257.082562,872.563174,421.492366,677.838617,522.551956,337.686866,581.70879,561.9898,261.2759795,290.854386,256.346239,184.86507600000002,96.12984,19.71894,0.0,0.0,0.0
2019-03-25,314375.759547,22003.67606,14273.251514,11608.881831,12021.671355999999,9527.273971,19515.90085,18743.299938,6567.108351,4061.673708,4335.395234,12668.448522,5112.411014,9143.180845,7573.697097,4161.008117,10010.701212,3494.363873,2682.0291,2712.9332299999996,2659.954774,2483.3603700000003,7121.173741,7222.71559,4659.887616,2955.75058,3194.153183,1946.954522,1792.4343059999999,1774.774833,1317.836531,1249.406139,1858.657242,1063.981907,887.387426,829.994198,1057.359643,1492.223584,615.873352,1105.923106,313.45525299999997,273.721498,655.607114,1059.567056,302.418097,518.74639,417.20453,271.51406199999997,326.699839,125.823583,61.808076,116.993863,88.29726,0.0,0.0,0.0
2019-04-01,308020.404263,24174.436558999998,19075.196464,11926.399661,22178.877414,10062.312837,7597.210543,6775.509725,16382.365345,5155.585369,5326.968638,3312.627885,9073.924149,12269.16621,3185.851299,4122.590105,6801.334691,3138.896931,2399.366197,2892.386712,2615.356182,2324.23925,4606.219741,2981.599957,1903.998053,2249.1123589999997,1960.343273,2439.2773829999996,3519.226934,1824.175722,1335.850696,1598.794932,1779.569086,1636.358375,1624.619791,1025.952093,1422.71618,3528.617787,901.523119,709.010381,446.06613200000004,443.718415,575.1905449999999,666.751473,483.629602,601.0154170000001,272.3351,338.071171,356.852899,164.340155,223.03306800000001,133.819844,21.129448,0.0,9.390866,0.0
2019-04-08,278631.788706,25184.68352,21387.901372,16458.285627999998,18542.699506,10135.88105,7538.710457,7791.511286,7030.724053,5623.625298,6713.530551,3794.3968210000003,4090.12607,3381.806801,3844.48003,4812.75472,4378.700579,2940.597958,3954.186016,4965.389178,2279.976969,1953.243933,2864.2807159999998,3439.044691,2098.723566,2580.4760100000003,2394.452855,3372.26718,2027.176204,1700.443069,1054.131607,1652.744791,1721.907321,1857.8473470000001,1264.003987,1037.437225,2072.4896040000003,1383.2496,829.949778,1116.139343,796.5609880000001,620.077429,629.617077,355.352063,519.911083,713.089024,491.2921,307.653796,95.396527,438.824027,276.649926,410.205067,150.24953,0.0,0.0,0.0
2019-04-15,331326.520317,27061.751556,19370.264425,33709.632261,8989.395562,10119.367823,7247.655289,8828.656487,8485.58618,9797.889334,8629.532047,3852.940826,4224.80003,3586.641671,5309.1893900000005,7401.197083,4558.273755,2538.238753,5311.588401,8547.962745,2204.765058,2298.32964,1804.116779,4872.55474,1770.52946,4327.961044,1597.794932,4678.228343,1465.844876,1700.955825,1451.4503240000001,1849.699521,1091.586599,2483.05962,1528.221265,1110.779334,3250.768967,921.251119,717.328345,887.663839,561.387404,453.42829,422.240104,851.677454,580.580137,602.171961,558.9883,475.020102,283.09279599999996,333.47371699999997,345.469173,196.725502,115.15639,9.596366,0.0,9.596366
2019-04-22,291430.784829,28308.515938999997,24974.576679,9532.043469,11382.367063,12075.040217,8983.177914,8544.564816,4577.87349,12983.424297,4702.506726,4064.959833,3933.136317,3312.367097,6145.375783,7003.427386,3451.381023,4055.372661,4029.008104,7559.48319,3055.910327,3012.76811,2823.421463,3190.130675,1955.782649,2667.629918,3269.224879,2499.854479,3247.65376,2610.1070130000003,1905.449952,1795.197468,1754.452061,1948.59222,1028.223946,1186.412238,1560.31185,1116.905242,1143.269969,917.971492,409.85150600000003,580.02375,558.452633,553.659038,239.67922900000002,376.2964,309.18622,292.40868,388.28036899999995,150.99792300000001,299.599051,143.80754000000002,98.268486,19.17434,0.0,0.0
2019-04-29,258207.204762,28493.194944,20824.982913,11356.370168,7112.11312,11098.561125,6958.706109,6481.440425,6587.97292,4955.894228,4704.477447,5051.773569,3854.347655,3311.031698,3600.80026,4090.849951,3496.398319,3072.398754,3490.006344,2522.690734,3379.212515,3191.715376,2337.3241669999998,1981.50543,1508.500894,2241.444828,2203.093044,2156.218811,2232.922242,2039.03299,1212.340416,1855.7970289999998,1433.928102,1071.717457,1073.84809,824.5619399999999,1048.280307,865.0443,639.195297,464.48192,323.858954,396.30107599999997,187.497287,281.245931,285.50723700000003,468.743214,443.1754,251.41682,78.834085,274.853974,172.582728,42.61302,0.0,0.0,0.0,17.045208
2019-05-06,235298.644101,26686.191605,20856.916211,9335.04201,8312.24203,10603.860202,7578.741786,6396.485481,5371.407806,5615.148414,5489.861095,3610.551833,3387.312636,3373.6449230000003,3480.708591,3754.062673,2738.0966750000002,3068.399552,3357.6992999999998,2567.250364,2990.949248,2658.36834,2300.7301899999998,2175.442868,2118.4942229999997,3289.360715,2031.931966,2963.61382,1804.136943,1544.450597,977.240843,1526.226959,1587.731633,1209.5918,1136.697365,717.554472,656.049798,813.22838,624.158479,574.043573,421.420875,521.650704,239.184821,198.18170700000002,558.097907,542.152265,662.88367,148.066791,118.453439,200.459658,27.335409,50.114916,27.335407,0.0,0.0,0.0
2019-05-13,241615.88051999998,30370.304660000005,23163.632841,9770.764901,9437.64378,11675.653246,6308.183977,8508.658738,6474.744368,5243.1355109999995,6242.4981474999995,3997.4508690000002,4752.8377709999995,3746.4372455,4473.673073,5285.362066,3267.869207,3288.9825105,4225.005313,3610.37379,3169.3405,3061.42803,2793.992963,2514.8283109999998,2782.2633565,3352.322388,2367.035194,3507.1532589999997,1989.341778,2033.9142729999999,1362.980599,2313.079016,1773.516963,1367.6724709999999,1365.326541,940.714684,1360.634696,1271.4896609999998,1137.7721345,926.63916,544.253887,736.6194919999999,394.114887,312.007608,436.34147,523.1406,567.7131,276.818792,178.29006399999997,190.019676,190.019672,93.836878,21.113297,9.383688,0.0,9.383688
2019-05-20,301471.831228,55167.17091,27934.204213,15155.842944,10163.13211,10475.326676,9188.124768,8006.58861,6952.3316,6500.850354,5388.957505,4205.019953,5122.3915369999995,3510.98751,3604.645912,5991.733194,3333.2768260000003,4718.940123,3955.264317,3333.27677,3282.845348,4243.44384,2819.35659,2759.31922,2516.768097,3030.68828,3290.049889,3568.62334,2728.099749,4454.775519,1546.563559,3172.3765559999997,1988.438923,1697.857851,1858.758093,1909.189548,1584.98757,1116.695772,1455.306736,497.10972000000004,353.019955,497.109734,758.8728265,213.733167,386.64090500000003,718.04739,739.6608,160.90025,319.39901,367.428925,184.915211,86.453866,19.21197,0.0,0.0,0.0
2019-05-27,259199.269338,55022.160627,28764.030642,16420.302659,7901.927542,10158.716653,10238.93929,6419.920317,7806.927428999999,4522.022173,4222.243,2883.792004,4617.022683,1965.454118,4477.688598,3462.239261,2516.456818,4826.023749,3002.014768,2425.678614,3844.352179,2402.45635,2645.235221,2539.679109,2011.8988140000001,2151.232784,5054.025044,2769.791381,3762.018566,4585.355883,928.893448,2847.902868,1667.785951,1323.67316,1758.564178,1815.5644790000001,941.5601790000001,1959.1207,1566.452133,472.89119600000004,808.559511,373.668503,432.779899,272.334669,426.44654,745.225901,508.78027,437.002141,84.444856,344.112794,177.334204,38.000187,50.666916,0.0,8.444486,0.0
2019-06-03,258603.67356499998,56785.795134,38053.338019,16640.294636,6493.722126000001,14801.215129,13618.045792,8349.673733,11319.196783,5635.344362,5504.584186,3037.011945,6569.647302,3167.772157,5563.637137,6187.911909,3342.822154,5759.777531,3690.813075,3277.442064,5297.898624,3886.95344,3503.108894,2402.192065,3182.535394,3081.301717,5308.443821,3013.812604,4669.405881,3593.7974600000002,1870.714997,3169.881246,2815.563197,2043.655923,2385.319769,2045.764943,868.9228439999999,1347.674029,1457.343922,548.349379,774.016252,510.386725,774.016215,664.346358,936.412014,628.492762,482.96927,341.663845,436.570452,151.850595,156.06867,50.61686400000001,84.36144,0.0,0.0,0.0
2019-06-10,302176.469253,64842.86512699999,41891.76013,16329.503987,8068.85009,17390.965313,12225.33208,12000.833928,9054.02563,6423.257864,7240.605142,5054.47407,7881.405132,4365.722961,6458.131442,8404.507276,4760.229102,5394.49043,5597.192596,3857.878048,5387.951647,4744.9721150000005,5209.225204,3535.298486,3190.922923,4309.053526,5180.890499,3295.5432010000004,4978.188335,3790.310684,2146.898243,2587.1758330000002,2454.220719,2587.175879,2670.000348,3001.298363,1194.41645,2234.081905,2053.175748,1150.82463,697.4694870000001,789.012346,1065.820545,547.077627,1102.873611,719.265375,725.80414,265.910236,486.04901600000005,322.579629,241.93472500000001,78.465318,43.591843,26.155106,0.0,0.0
2019-06-17,331281.866661,70809.101984,47146.272081,17223.160384,11966.519817,21596.502965,13344.827054,11807.572091,9023.709914,8944.235688,10027.353337,7132.22767,9811.638179,8292.548642,8880.656512,9784.389843,5992.342618,6589.533413,8281.19527,5933.304854,4330.199876,4046.36411,5208.955782,4670.803,3292.496027,4804.77351,4575.434168,4082.695057,5738.025736,4541.373751,3215.292658,2920.103344,2988.223926,2488.6728789999997,3512.752607,2511.379727,2563.605571,2211.649074,1746.158221,781.116306,996.831547,953.688475,1058.140119,785.657679,556.318303,874.21448,588.1079,413.265015,470.032185,227.068687,177.11358099999998,18.165494,156.6774,38.601677,0.0,0.0
2019-06-24,316528.690338,80496.160072,47610.399367,17514.65441,13946.07611,19488.08062,13393.677282,11936.624624,8450.10512,11088.011239,11446.270225,6052.372833,14424.421898999999,9660.980406,13365.656894,9468.841392,4185.023573,7275.256368,7863.6816149999995,10493.581579,7615.502284,3048.20253,4493.246483,3042.198006,2493.801736,6206.484294,2812.031675,4451.21608,5710.125608,4297.104786,1647.190107,2099.516896,2575.861094,3634.626076,2990.1605369999997,2629.90012,3516.54077,1841.3304039999998,1579.140955,338.24438200000003,356.257406,1150.831459,282.203905,744.537952,370.267519,480.347066,632.457,312.225593,404.292105,358.258838,154.111352,24.017352000000002,52.037598,0.0,0.0,0.0
2019-07-01,364556.62523999996,127830.995316,47315.339394,21829.993363,17387.397775,16085.258094,13344.806559,13674.596833,10089.456647,10251.160391,8612.847195,6566.019467,7785.179766,5385.157195,7202.1955259999995,6185.164666,3793.652763,5244.730272,5070.260547,6197.930815,4506.425442,3889.39835,4389.403109,3323.435589,3006.41131,5202.176803,4642.59698,3783.014282,4329.828022,3687.2689170000003,2348.958266,2508.534309,2710.663824,3665.99196,1908.528626,1906.4009389999999,2931.942568,2540.449454,1068.095166,591.494933,731.92179,680.857488,417.02521,378.726975,876.6039989999999,912.774571,793.6245,376.599292,608.516347,493.62168,42.553591999999995,34.042873,0.0,17.021436,0.0,0.0
2019-07-08,365368.660982,89722.00556,44030.342097,21642.620897999997,14733.096347,15688.300205,12363.498127,13175.74646,9697.158801,8839.42476,7253.916604,6413.510477,7840.901199,5202.719499,7256.082595,6378.8546590000005,3513.243578,5910.999853,5644.582372,6357.19471,5129.075688,5811.36415,3077.878568,2930.590946,2859.113059,5930.493621,5081.423882,4020.086293,3242.4941400000002,3558.729378,3012.898783,2391.2582230000003,2878.607105,3430.935728,2752.979378,2302.452472,1630.993995,2200.650677,1390.5686799999999,818.746053,807.9160449999999,576.154624,662.794423,426.700988,762.430177,645.46645,662.7944,350.891167,229.595447,348.725171,43.319898,127.793695,0.0,34.65592,0.0,0.0
2019-07-15,369512.816155,74778.22780400001,43067.600142,20449.220318000003,15801.973715999999,14986.31597,13637.258534,12263.753818,8792.20901,10819.128861,9014.459114,6374.129254,5840.729431,5080.63443,7180.896814,6918.641753,3736.022141,5894.069375,5420.676907,7227.56921,3938.2695320000003,5151.75445,2902.584706,3007.0421920000003,2855.912249,5522.911936,4562.791999,3989.387217,3251.517111,3647.122133,2573.654754,2449.19477,2460.307276,2649.219725,2406.967251,1918.017374,2115.819771,1757.997303,1715.769849,657.859954,506.729958,642.3024379999999,508.952445,297.814977,622.299942,1017.9049110000001,528.95496,431.164962,168.909985,257.809983,306.704967,71.11999399999999,0.0,17.779999,26.669998,0.0
2019-07-22,380953.92194000003,74005.324363,44849.921484,25372.086305,26833.150469,14199.369673000001,12492.900325,15987.640174,11972.55241,11577.178513,9725.284548,7489.378153,6796.337967,4592.2429600000005,7891.568446,6280.534123,4610.42108,6194.188188,6462.315174,8216.501958,5151.219659,6630.46274,3653.7984650000003,3206.162718,3192.529113,5401.168515,4533.164036,5171.669865,4817.19701,4471.813213,3233.42985,2190.461298,2865.323331,3156.172921,2388.148146,2179.100014,2010.952486,1947.3291590000001,1161.126271,1258.833546,284.032845,527.1649630000001,495.353271,554.432106,938.444523,704.4014510000001,827.10364,311.300002,440.818965,254.493428,343.11165900000003,149.96934000000002,9.089051,0.0,18.178102,0.0
2019-07-29,376190.77424400003,44990.150198999996,39223.740594999996,21207.007224,19727.401239,12205.734258,15152.784252,15633.149429000001,8956.682047,10197.118639,6763.622565,5606.286988,4750.9532659999995,5776.5431,5202.942513,5057.008766,5442.111599,6548.77561,5259.694501999999,6729.165889,3350.3949390000002,4617.18063,3005.829216,2559.920691,2178.871512,4607.046378,4369.904147,3694.960696,4088.170968,4866.484176,2928.808653,2519.383502,1408.665774,2894.3520829999998,2274.133862,1396.5045949999999,2107.9315039999997,1769.4463309999999,802.635446,956.676605,437.801157,468.204013,660.755457,474.284593,806.689156,666.836037,640.4869,184.444006,601.976583,409.42516,397.264006,28.376001,8.107429,0.0,0.0,0.0
2019-08-05,343405.877311,28728.763691,39029.405672,16760.40074,17905.627651,11831.874983,12478.064194,12815.020721,11518.37694,11714.579941,7097.418763000001,6340.3322880000005,5128.994076,6421.3725349999995,5947.927019,5483.012019,5133.259302,6150.527564,6231.567792,7466.365055,2371.493328,3727.8511,2469.594686,3651.0760760000003,4412.42766,5011.698993,3021.947945,4495.600688,2776.69452,4293.000013,2693.5216689999997,2458.931454,1576.019384,3132.845072,2738.306977,1627.202706,2563.430636,1443.795867,671.780929,1143.093894,550.220579,654.719823,522.496276,870.116262,597.138612,690.97469,701.6379,405.2012,902.1057999999999,545.955295,309.23249799999996,59.71386,8.530552,0.0,0.0,0.0
2019-08-12,301885.869881,28081.381174,28202.574121,10880.874637,13992.213878,9069.598794,7776.145328,8963.831119999999,8086.838712,11912.111707,6870.5075910000005,5759.944375,4252.751635,5469.08263,4713.282779,4592.090425,5048.214435,3565.2602070000003,6368.109853,6506.930422,1998.572929,3604.92334,2344.522164,3975.110885,3492.5447830000003,5667.397499,3137.781517,5204.662924,2036.0324170000001,2769.797357,2280.62069,1674.658698,1648.216686,1835.5140370000001,1238.365999,1110.563115,2948.280685,1132.598093,1002.591715,1181.07509,1029.033664,758.0034079999999,438.496151,572.909554,683.084469,883.6028,791.05585,504.60110199999997,533.246597,282.047782,132.209901,61.697951,26.441978,0.0,0.0,0.0
