blA,blB,blBoth,date,siteA,countA,siteB,countB,blA_null,blB_null,blBoth_null,value,value_turn,value_null,value_turn_null,file,connectivity
1.8733652999999528e-06,0.0,0.0,2019-12-01,0,1,1,0,1.8733652999999528e-06,0.0,0.0,0.0,,0.0,,sim_0,0.5
0.0029768217499756,0.0021290504304185,0.0009977505777217,2020-01-01,0,327,1,194,0.0030049556784199,0.0021364790637482,0.0010333131394956,0.3908247376630118,0.4686364228232807,0.4019551706144681,0.4836523591683768,sim_0,0.5
0.1003151123073194,0.1017498066006931,0.0251484049723478,2020-02-01,0,3962,1,4083,0.1009549391097567,0.1041572714621233,0.0281956966362155,0.2489141124372645,0.2506940818179491,0.2749294794064398,0.2792899177083509,sim_0,0.5
0.0633832203569345,0.0621430469238653,0.0074393989339212,2020-03-01,0,687,1,680,0.0643186009901096,0.0626596138344731,0.0088913464777042,0.1185313495744992,0.119714100002783,0.140045227285442,0.1418991585424116,sim_0,0.5
0.0173791930779532,0.016653953106361,0.0014219409470714,2020-04-01,0,98,1,96,0.0175516180025251,0.0164185421680486,0.0013589549333308,0.0835621214313034,0.085381587061655,0.0800087445279715,0.0827695248105191,sim_0,0.5
0.0035826142990716,0.0053054769321601,0.0001554816571319,2020-05-01,0,13,1,20,0.0036140677598086,0.0053917013718651,0.0002731595575739,0.0349865124213913,0.0433989383596962,0.0606632378823219,0.0755823010879188,sim_0,0.5
0.0011180088619171,0.0014287846732308,8.095436629208386e-05,2020-06-01,0,3,1,4,0.00112692392346,0.0014472047608994,0.0001082895155036,0.0635735603808032,0.0724094137798386,0.0841368313570507,0.0960930132454389,sim_0,0.5
0.0004492146884999,0.0004324934564999,5.484621377991139e-05,2020-07-01,0,1,1,1,0.0004492146884999,0.0004324934564999,5.484621377991139e-05,0.1244089988074487,0.1268139736119023,0.1244089988074487,0.1268139736119023,sim_0,0.5
0.0317052479597587,0.0318420687833753,0.0093603782458517,2020-01-01,0,2172,1,2162,0.0324913700620221,0.0324743631265047,0.0107787946912445,0.2945955462978098,0.2952311950921258,0.3318301560598138,0.3319170463560893,sim_1,0.5
0.1101059274538408,0.1091124182473732,0.0236926054811832,2020-02-01,0,2589,1,2626,0.1106337175657968,0.1106481815651924,0.0257561589109587,0.2161553167952038,0.2171394041278486,0.2327904723532061,0.2328056896003777,sim_1,0.5
0.0437268342154729,0.0430083393010819,0.0033476504505121,2020-03-01,0,361,1,350,0.0439341013508537,0.0431666746112883,0.0037132528960994,0.0771924541056738,0.0778372405192577,0.0852633711946124,0.0860212867805297,sim_1,0.5
0.0088360671660326,0.0100647715077392,0.0006378975603364,2020-04-01,0,42,1,49,0.0086803834433457,0.0102616966838214,0.0006791390137318,0.067499392100698,0.0721924752664478,0.071706909607861,0.0782383656395314,sim_1,0.5
0.0014627555885388,0.0011877575020047,0.0002238728157096,2020-05-01,0,5,1,4,0.0014627555885388,0.0011877575020047,0.0002238728157096,0.1689279079649786,0.188483604887194,0.1689279079649786,0.188483604887194,sim_1,0.5
0.0007244879264974,0.0,0.0,2020-06-01,0,2,1,0,0.0007244879264974,0.0,0.0,0.0,,0.0,,sim_1,0.5
0.0,0.0005531117526,0.0,2020-08-01,0,0,1,1,0.0,0.0005531117526,0.0,0.0,,0.0,,sim_1,0.5
6.080448e-07,0.0,0.0,2019-12-01,0,1,1,0,6.080448e-07,0.0,0.0,0.0,,0.0,,sim_2,0.5
0.0646408551387741,0.0640383183823511,0.0170283377221756,2020-01-01,0,3446,1,3374,0.0649595774839138,0.0657532821350162,0.0190620238199802,0.2646634611680974,0.2659085708732255,0.2916625628962934,0.2934443935492141,sim_2,0.5
0.0880200073684605,0.0914084722950956,0.0145127971124621,2020-02-01,0,1408,1,1465,0.0885683269734769,0.092106795870934,0.015759440293317,0.1617669295272959,0.1648806623215805,0.1744505834030995,0.177935395551013,sim_2,0.5
0.0280433922348674,0.0282364242519849,0.002000627901783,2020-03-01,0,194,1,198,0.0281357637398088,0.0281142193239608,0.0019707944787003,0.0710957507208786,0.0713404385969958,0.0700727136741049,0.0700995626444711,sim_2,0.5
0.0073851866522556,0.0076734157716256,0.0004188160588395,2020-04-01,0,33,1,34,0.0071914138658266,0.0079535986611893,0.000505226161974,0.0556248245421908,0.0567102875743276,0.0667184871683464,0.0702540795732668,sim_2,0.5
0.0003282707774999,0.0024064679209642,1.048991846004532e-05,2020-05-01,0,1,1,8,0.0003282707774999,0.0024064679209642,1.048991846004532e-05,0.0076716056754791,0.0319550784871349,0.0076716056754791,0.0319550784871349,sim_2,0.5
0.0,0.0003744605897999,0.0,2020-06-01,0,0,1,1,0.0,0.0003744605897999,0.0,0.0,,0.0,,sim_2,0.5
0.0005274840461999,0.0,0.0,2020-08-01,0,1,1,0,0.0005274840461999,0.0,0.0,0.0,,0.0,,sim_2,0.5
0.0535554740056456,0.0532872996335509,0.0146951412933993,2020-01-01,0,3026,1,2943,0.0542368112868328,0.054340553559134,0.0164297325001696,0.2750797418087284,0.2757719267903548,0.3026364200950669,0.3029258562654175,sim_3,0.5
0.0997980713121106,0.1040130314092902,0.0175709175897376,2020-02-01,0,1783,1,1876,0.1012615603338213,0.1054537117963397,0.0204750869984977,0.1724235564708771,0.1760647010380184,0.1980994126607672,0.2021999950524079,sim_3,0.5
0.0360055268382178,0.031998096669118,0.002183061212472,2020-03-01,0,264,1,237,0.0357597062760258,0.0324343835999564,0.0023735275811186,0.0642042614754668,0.068224720834068,0.0696109467971536,0.0731793645408401,sim_3,0.5
0.0071818317272868,0.0098114010934207,0.0004320330987627,2020-04-01,0,33,1,45,0.0078629636054574,0.0093586353251815,0.000660399208694,0.0508476642815445,0.0601563939630123,0.0766942966624467,0.0839885877426277,sim_3,0.5
0.0023685508007067,0.0018575086119101,4.7839146971118686e-05,2020-05-01,0,8,1,6,0.0018246604152933,0.0023904491190322,3.6889268679798576e-05,0.0226400730800401,0.0257544684661918,0.0175033499743684,0.0202170597721156,sim_3,0.5
0.0,0.0004417272732,0.0,2020-07-01,0,0,1,1,0.0,0.0004417272732,0.0,0.0,,0.0,,sim_3,0.5
0.0437155755165651,0.0423595057738492,0.0115657947175558,2020-01-01,0,2746,1,2641,0.0440958290212849,0.0436160302452459,0.0132025726936724,0.2687373521851975,0.2730389438277152,0.3010441872758307,0.3027000077594515,sim_4,0.5
0.1006908421215511,0.1043687062699228,0.0193665133411134,2020-02-01,0,2054,1,2156,0.1006563260448754,0.1063602000575818,0.0213234910520966,0.1888867257635946,0.1923363925960094,0.2060076212615334,0.2118445197631202,sim_4,0.5
0.0372535799661931,0.0385677246918598,0.0029878502366601,2020-03-01,0,286,1,300,0.0374336684422724,0.0384172064783388,0.0030174204992182,0.0788129471033254,0.0802030365771971,0.0795619167841224,0.0806071278819902,sim_4,0.5
0.0086232978495357,0.008814547128035,0.0004740704950863,2020-04-01,0,41,1,42,0.008628412537754,0.0088941320716157,0.0005587701268853,0.0543726011667246,0.0549755445489845,0.0637772811360436,0.0647593197984445,sim_4,0.5
0.002416162153502,0.0018503031808304,5.051366257348122e-05,2020-05-01,0,8,1,6,0.0024070679366376,0.0018588025505213,4.991881539997883e-05,0.0236793966973058,0.027300208472219,0.0234038119770598,0.0268553620103317,sim_4,0.5
0.0003983816249999,0.0004184911521,1.2412414909452763e-06,2020-06-01,0,1,1,1,0.0003983816249999,0.0004184911521,1.2412414909452763e-06,0.0030390080946309,0.0031157096940534,0.0030390080946309,0.0031157096940534,sim_4,0.5
0.0202186780815002,0.0180753676132311,0.0056567016294322,2020-01-01,0,1635,1,1412,0.0203494179882369,0.0187499059315602,0.006461979854498,0.2954350488076288,0.3129508483850458,0.3305417693540275,0.3446406546296893,sim_5,0.5
0.1065172953689839,0.1142959837768462,0.0254764215204876,2020-02-01,0,3062,1,3249,0.1076145836087257,0.1149119924979058,0.027189718481289,0.2307508100874898,0.239176383818566,0.2443727752163866,0.2526583067974104,sim_5,0.5
0.0486432667184728,0.053111961146639,0.0048598786057435,2020-03-01,0,422,1,481,0.0483988395683786,0.0535487864426404,0.0050522767516507,0.0955209615801929,0.0999085574139282,0.0991151427323021,0.1043883860998944,sim_5,0.5
0.011592572280758,0.0116807848817641,0.0005075267446284,2020-04-01,0,57,1,59,0.0112452394608752,0.0121953154958733,0.0006747245388547,0.043614399167622,0.0437803390254343,0.0575689901625382,0.0600009044896079,sim_5,0.5
0.0018995544940902,0.001788939525643,5.163537783533326e-05,2020-05-01,0,7,1,6,0.0018956854688149,0.0017859246851738,4.475151209078668e-05,0.0279980813627924,0.0288636799037525,0.0243108369539353,0.0250578943570795,sim_5,0.5
0.0003735260664,0.000399418065,1.7156090240632224e-05,2020-06-01,0,1,1,1,0.0003735260664,0.000399418065,1.7156090240632224e-05,0.0443915401998282,0.045930101762323,0.0443915401998282,0.045930101762323,sim_5,0.5
0.0,0.0004508185794,0.0,2020-07-01,0,0,1,1,0.0,0.0004508185794,0.0,0.0,,0.0,,sim_5,0.5
0.0063152407729678,0.0070519070640584,0.0021843455415011,2020-01-01,0,588,1,688,0.0067123537575833,0.0070095415158867,0.0025390929779449,0.3268229794617238,0.3458847603801818,0.370079049189952,0.3782716271585634,sim_6,0.5
0.107611905560031,0.1058952587440499,0.0258384645458748,2020-02-01,0,3870,1,3829,0.1101374185812385,0.1062449640786753,0.0287136829017079,0.2420383843333259,0.2440002022028835,0.2653976035270576,0.270259236761991,sim_6,0.5
0.059694008320089,0.0538158062952489,0.0061692431502992,2020-03-01,0,604,1,538,0.0607810295527739,0.0535231107862284,0.0069635688739637,0.1086997308771162,0.1146362672047141,0.1218428108257709,0.1301039639077827,sim_6,0.5
0.0120493504449731,0.0150338313560381,0.0004692753794815,2020-04-01,0,67,1,81,0.0120887598355357,0.0150142899766351,0.000489143390641,0.034654375762009,0.0389461142843017,0.03609508110939,0.0404626609590837,sim_6,0.5
0.00367164254324,0.0024434489115276,0.00010576621617,2020-05-01,0,15,1,9,0.0036131337453512,0.0027354994666562,0.0003393079734098,0.0345918673342424,0.0432856261782508,0.1068916606390363,0.124038764235097,sim_6,0.5
0.0007328564563118,0.0007933384204501,4.540051616224448e-05,2020-06-01,0,2,1,2,0.0007482005947501,0.0007733421714377,4.0748405588168353e-05,0.0594950446414387,0.0619500800889805,0.0535619589454723,0.0544618727572328,sim_6,0.5
0.017955076375189,0.0181045850269501,0.0054435057617259,2020-01-01,0,1438,1,1475,0.0182526401751334,0.0186945427634236,0.0063310272981439,0.3019166320515153,0.3031736344629518,0.3427069018318594,0.3468554267984211,sim_7,0.5
0.1109030509872975,0.1106321504639397,0.0267087943250076,2020-02-01,0,3256,1,3210,0.1117422673088816,0.1116481304473632,0.0285639906300155,0.2411246081890659,0.2414198242825746,0.2557315884381336,0.2558393993303994,sim_7,0.5
0.0499076520792888,0.0496090872809037,0.0047555646416864,2020-03-01,0,441,1,443,0.0502324757848719,0.0496448340524129,0.0051161351187788,0.0955731602996774,0.0958607566141825,0.1024483964799163,0.1030547330136586,sim_7,0.5
0.0108502252382562,0.0093323721905643,0.0005123887498442,2020-04-01,0,55,1,49,0.0107039365826962,0.0095591070835431,0.0005928349872631,0.0507753029956998,0.0549044486633696,0.0585139130160279,0.0620178205016419,sim_7,0.5
0.0024555348762155,0.0034732771306937,9.31377592283669e-05,2020-05-01,0,9,1,12,0.0027874959325205,0.003145195739514,9.70174243536845e-05,0.0314186920144628,0.0379297236339434,0.0327060395911024,0.0348045079534724,sim_7,0.5
0.0007553319919903,0.0007230706799229,2.676750445540778e-05,2020-06-01,0,2,1,2,0.0004164597297,0.0010607543459675,2.5578908209614053e-05,0.0362113853876694,0.0370192087698239,0.0346312814519512,0.0614198838097503,sim_7,0.5
0.0,0.0009096847508727,0.0,2020-07-01,0,0,1,2,0.0,0.0009096847508727,0.0,0.0,,0.0,,sim_7,0.5
1.2955499999998573e-07,0.0,0.0,2019-12-01,0,1,1,0,1.2955499999998573e-07,0.0,0.0,0.0,,0.0,,sim_8,0.5
0.0474899743425771,0.0471341358209047,0.0134530798890032,2020-01-01,0,2786,1,2787,0.0490039313382863,0.0474120288959187,0.0152449299597265,0.2843478235253239,0.2854211635516319,0.3162324976631437,0.3215413960282725,sim_8,0.5
0.1068118047839129,0.1043262129428075,0.0199373369369329,2020-02-01,0,2073,1,2055,0.1081964638014373,0.1050562811118498,0.0220520641234996,0.1888559639954389,0.1911057286040157,0.206816227687634,0.2099071458661438,sim_8,0.5
0.0325503855577762,0.0353771364150986,0.002473723588229,2020-03-01,0,248,1,260,0.0325827176314195,0.0356177068125333,0.002746626059307,0.0728342067068747,0.0759967522915594,0.0805457174702555,0.0842970218254139,sim_8,0.5
0.0063627871714015,0.0082544090940422,0.0002807833890329,2020-04-01,0,29,1,37,0.0060272782227591,0.0086120131361395,0.0003028784824878,0.0384182279465991,0.0441289927620112,0.0413788447900185,0.0502512861185313,sim_8,0.5
0.0014941872046768,0.0023717923976708,5.386858365874531e-05,2020-05-01,0,5,1,8,0.0015094955779934,0.002368591051412,6.597561071654381e-05,0.0278680123537291,0.036052098083918,0.0340248256530864,0.0437070579592183,sim_8,0.5
0.0011288578187809,0.0,0.0,2020-06-01,0,3,1,0,0.0011288578187809,0.0,0.0,0.0,,0.0,,sim_8,0.5
0.0004368275030999,0.0,0.0,2020-07-01,0,1,1,0,0.0004368275030999,0.0,0.0,0.0,,0.0,,sim_8,0.5
0.041130830786361,0.0409968304446465,0.0118587536237216,2020-01-01,0,2566,1,2553,0.0424856864884604,0.0417344384222179,0.0139512173033924,0.2887882948563575,0.2892602548807571,0.3313036478677443,0.3342854925290019,sim_9,0.5
0.1039956561529023,0.1074869404343427,0.0217131058746571,2020-02-01,0,2194,1,2248,0.1062585218913982,0.1078681865661847,0.024357217744995,0.2053417749266154,0.2087885848110124,0.2275028455856553,0.2292260169955065,sim_9,0.5
0.0362859266020656,0.0403883216288047,0.0031454546126867,2020-03-01,0,277,1,309,0.036348080381236,0.0402657771740372,0.0030850639370895,0.0820472240749104,0.0866852498265182,0.0805354027465288,0.084875567147754,sim_9,0.5
0.0113097065671851,0.0085487184004569,0.000453980755959,2020-04-01,0,54,1,40,0.010710751767258,0.0094665631548996,0.0007728707104747,0.0457217283544632,0.0531051246154915,0.0766078849892993,0.081642164936569,sim_9,0.5
0.0041159508768592,0.0027452525509084,0.000121178797756,2020-05-01,0,14,1,9,0.004173205731905,0.0026983415707909,0.0001315226726843,0.035322898972991,0.0441412203463713,0.0382803659468984,0.048742039965593,sim_9,0.5
0.0,0.0007236586442529,0.0,2020-06-01,0,0,1,2,0.0,0.0007236586442529,0.0,0.0,,0.0,,sim_9,0.5
0.0009180865954046,0.0,0.0,2020-07-01,0,2,1,0,0.0009180865954046,0.0,0.0,0.0,,0.0,,sim_9,0.5
0.0399611230938816,0.0418511367097375,0.0099432731924679,2020-01-01,0,2362,1,2492,0.0437208251415948,0.0423943470638862,0.0142461855943298,0.2430753829887023,0.2488236671704146,0.3308635454002632,0.3360397454137342,sim_0,0.25
0.1038290324725879,0.1032368737261716,0.0182059247089547,2020-02-01,0,2232,1,2134,0.1093482174367405,0.1060055689507577,0.0264938048976936,0.175846666823839,0.176350988283941,0.2460491207711741,0.2499284250811448,sim_0,0.25
0.0471262080660237,0.0439788635603198,0.0046573908687174,2020-03-01,0,386,1,339,0.049168855580233,0.0437691769101419,0.0064903517327489,0.1022421866439913,0.1059006643573111,0.139670521504123,0.1482858986833036,sim_0,0.25
0.0118113666807657,0.0099176786640425,0.000728911983706,2020-04-01,0,57,1,49,0.0111031937109404,0.0114245753759801,0.0015276357258183,0.0670910269769625,0.0734962291477366,0.1356224595453006,0.1375852538997981,sim_0,0.25
0.0039733531514249,0.0034538927401355,0.0003126029582806,2020-05-01,0,14,1,12,0.0041856930988374,0.0032417840781465,0.0003128342437041,0.0841773553332433,0.0905074308324816,0.0842370124471296,0.096500641672299,sim_0,0.25
0.0007577677048412,0.0,0.0,2020-06-01,0,2,1,0,0.0007577677048412,0.0,0.0,0.0,,0.0,,sim_0,0.25
0.0252036675274601,0.0274484307177236,0.0066790990944798,2020-01-01,0,1707,1,1942,0.0268515062402724,0.0279994466572641,0.0088779537468325,0.2537068537469268,0.2650050468727518,0.3237119239629938,0.3306314985606739,sim_1,0.25
0.1088550285822936,0.1085254486668977,0.0210733733949679,2020-02-01,0,2809,1,2598,0.114965202149237,0.1107713929703345,0.0294294912653482,0.1938846915936316,0.1941790948927514,0.26074187262158,0.2656777212617494,sim_1,0.25
0.0559851282405796,0.0536459632017648,0.0052942352462582,2020-03-01,0,495,1,468,0.0578953774842022,0.0539069047886374,0.0074654260767534,0.0965827335403749,0.0986884181079267,0.1335469352680125,0.1384873812737819,sim_1,0.25
0.0137348984506694,0.013878125525453,0.0005454696243941,2020-04-01,0,67,1,69,0.0136278654932125,0.0145183048785558,0.0010786160200401,0.039508141148601,0.0397141359547212,0.0766438919251377,0.0791478328412747,sim_1,0.25
0.0044842483843347,0.0034693755613948,0.0002846665173156,2020-05-01,0,16,1,12,0.004194272651545,0.0035988733384884,0.0001241885616194,0.0715815882817741,0.0820512257258151,0.0318712267878187,0.0345076222303587,sim_1,0.25
0.0003910479483,0.001137340578666,7.828808630764989e-06,2020-06-01,0,1,1,3,0.0004010893244999,0.0011469347326678,2.7464338832579216e-05,0.0102445268236939,0.0200200734073637,0.0354830904667275,0.0684743700591293,sim_1,0.25
0.0004701732327,0.0004467989195999,7.828808630764989e-06,2020-07-01,0,1,1,1,0.0004701732327,0.0004467989195999,7.828808630764989e-06,0.0170753465328872,0.0175219954376205,0.0170753465328872,0.0175219954376205,sim_1,0.25
0.0128855437324914,0.0103887904964345,0.0030708403614457,2020-01-01,0,1106,1,862,0.0130491696461439,0.0113310874730145,0.0041767632516783,0.2638821227916544,0.2955917113257452,0.3426348812700691,0.368610979451482,sim_2,0.25
0.1068673610441409,0.106103304260208,0.0220818233620589,2020-02-01,0,3328,1,3482,0.1085072098970886,0.1131686985433377,0.0307870664981359,0.2073696237038335,0.2081162647668864,0.2777664628938215,0.2837329107193456,sim_2,0.25
0.0585159744958608,0.063710132471561,0.006656873727589,2020-03-01,0,578,1,625,0.0600239171356716,0.0650618461496182,0.0095165300454569,0.1089271988244433,0.1137616485915295,0.1521600827386257,0.1585456347999878,sim_2,0.25
0.0146040999926669,0.0172766059332047,0.0011564177472387,2020-04-01,0,78,1,94,0.0146365848166924,0.0175185054535843,0.0014308020916438,0.0725465584060557,0.0791844583246781,0.0889938158852866,0.0977551873994623,sim_2,0.25
0.004450842962195,0.005979286955797,0.0005951154403027,2020-05-01,0,17,1,23,0.0040015573347665,0.0062365359510343,0.0004030788081115,0.114114674502027,0.133708478451746,0.0787409914833606,0.1007304842565911,sim_2,0.25
0.0003919332408,0.0014884212141664,2.147963260034692e-05,2020-06-01,0,1,1,4,0.0003970506633,0.0015043394457167,4.251528665065908e-05,0.0228463655281745,0.0548043145217881,0.0447202143831972,0.1070777373781535,sim_2,0.25
0.0004818590937,0.0009731514493574,9.429756434942637e-06,2020-07-01,0,1,1,3,0.0004818590937,0.0009731514493574,9.429756434942637e-06,0.0129617705932596,0.0195695309235224,0.0129617705932596,0.0195695309235224,sim_2,0.25
0.0149050493690508,0.0125148310933434,0.0032596164530187,2020-01-01,0,1239,1,1035,0.0153802478234848,0.0135340997420342,0.0047540835561434,0.237755701195648,0.2604602833794914,0.3288390682425594,0.3512670696062747,sim_3,0.25
0.1070840614597208,0.1066839284403282,0.0211639975590542,2020-02-01,0,3217,1,3361,0.109935515411597,0.1123390555985734,0.0296705786691756,0.1980090430653327,0.1983803733932795,0.2669723174750205,0.2698907496643772,sim_3,0.25
0.0572401224605073,0.0631819545950616,0.0066836608461675,2020-03-01,0,550,1,603,0.0584337210816096,0.0649509928243911,0.0096462976965993,0.1110039123986098,0.1167653135399715,0.1563613091318302,0.1650810100408822,sim_3,0.25
0.0147357042499745,0.0150924715556237,0.0008339735663333,2020-04-01,0,78,1,82,0.014317696592346,0.0165510789325145,0.0018745732855955,0.0559185095172192,0.0565954332542172,0.1214543339489345,0.1309270156344606,sim_3,0.25
0.0046217900481495,0.0030889385222725,0.0001448905242642,2020-05-01,0,18,1,11,0.0050488972368836,0.002958739281534,0.0004417984722599,0.0375815392646769,0.0469062505516286,0.1103442872922125,0.1493198386952451,sim_3,0.25
0.0017955305464749,0.0018643608766114,4.809254156542317e-05,2020-06-01,0,5,1,6,0.0018117035093435,0.001867708517281,6.761314510362224e-05,0.0262808570014168,0.0267845855698978,0.0367521466007972,0.0373202043021484,sim_3,0.25
0.0,0.0004817623592999,0.0,2020-07-01,0,0,1,1,0.0,0.0004817623592999,0.0,0.0,,0.0,,sim_3,0.25
1.5848895000000628e-06,0.0,0.0,2019-12-01,0,1,1,0,1.5848895000000628e-06,0.0,0.0,0.0,,0.0,,sim_4,0.25
0.0168680209527423,0.0179728489145278,0.0043063785016492,2020-01-01,0,1290,1,1402,0.0183929328888708,0.0186323696157336,0.0064908111389836,0.2472026971803439,0.2552983846601854,0.3506148876529188,0.3528970163812785,sim_4,0.25
0.10986611631527,0.110666383369982,0.0214027726193945,2020-02-01,0,3200,1,3054,0.1150317787821715,0.1150196276766064,0.0309216793929207,0.1941008481737703,0.1948077654622608,0.2688240847461322,0.2688382845392378,sim_4,0.25
0.0583033597087567,0.0545562151604459,0.0048990240027217,2020-03-01,0,544,1,505,0.0594793440349713,0.0572348672656325,0.0087536604341228,0.0868162760385972,0.0897977249395698,0.1500016208236601,0.1529427926074553,sim_4,0.25
0.0141442995147576,0.016581793907632,0.0010681186587426,2020-04-01,0,72,1,89,0.0146303424195454,0.0167751472888792,0.0017475149447776,0.0695251846083576,0.0755158399769609,0.1112872278701548,0.1194445690104308,sim_4,0.25
0.0030023172064421,0.0030651310117584,9.578793388513164e-05,2020-05-01,0,11,1,11,0.0027808682834741,0.0032767373190365,8.594531819522695e-05,0.0315743721051615,0.0319046680609223,0.0283760032708652,0.0309059291682294,sim_4,0.25
0.0003643958937,0.0018822146810632,4.0280394371904674e-05,2020-06-01,0,1,1,5,0.0003624983448,0.0018841122299632,4.0280394371904674e-05,0.0358588131155296,0.110540198362023,0.0358588131155296,0.1111188366780776,sim_4,0.25
0.0008871092456121,0.0004792403553,2.916879225054161e-05,2020-07-01,0,2,1,1,0.0008871092456121,0.0004792403553,2.916879225054161e-05,0.0426959428700678,0.0608646411512699,0.0426959428700678,0.0608646411512699,sim_4,0.25
0.0,0.0005126957748,0.0,2020-08-01,0,0,1,1,0.0,0.0005126957748,0.0,0.0,,0.0,,sim_4,0.25
0.0165128248911041,0.0158779746828452,0.0039296330163941,2020-01-01,0,1316,1,1252,0.0173624859209684,0.0171091689830664,0.0060104883464795,0.2426388399225913,0.2474895630511207,0.3487206148478831,0.3513021791080754,sim_5,0.25
0.1099697471442906,0.108480803745083,0.0210362426447919,2020-02-01,0,3210,1,3230,0.1134778058837036,0.1145188110177408,0.0305823086568622,0.1925950065966644,0.1939167292143651,0.268269846039707,0.2695003522380773,sim_5,0.25
0.0535282138505295,0.0575985493618235,0.0052950492909429,2020-03-01,0,486,1,530,0.0534980494492383,0.059549749903201,0.0072160854310293,0.0952974627871523,0.0989207169461823,0.1276643238057628,0.1348850192730176,sim_5,0.25
